CROP,LATITUDE,LONGITUDE,YEAR,YIELD,GSL,CWD_fall,CWD_spring,CWD_summer,WW_fall,WW_spring,WW_summer,CDD_fall,CDD_spring,CDD_summer,CSDI_fall,CSDI_spring,CSDI_summer,WSDI_fall,WSDI_spring,WSDI_summer,CFD_fall,CFD_spring,CFD_summer,CSU_fall,CSU_spring,CSU_summer,T_PH_H2O,S_PH_H2O,AWC_CLASS
barley,50.75,-112.75,2005,68.2,199.0,5.0,6.0,4.0,1.0,2.0,0.0,11.0,15.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,17.0,0.0,2.0,5.0,13.0,7.3,7.9,1.0
canary_seed,50.75,-112.75,2005,1130.0,199.0,5.0,6.0,4.0,1.0,2.0,0.0,11.0,15.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,17.0,0.0,2.0,5.0,13.0,7.3,7.9,1.0
canola,50.75,-112.75,2005,38.0,199.0,5.0,6.0,4.0,1.0,2.0,0.0,11.0,15.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,17.0,0.0,2.0,5.0,13.0,7.3,7.9,1.0
corn,50.75,-112.75,2005,104.0,199.0,5.0,6.0,4.0,1.0,2.0,0.0,11.0,15.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,17.0,0.0,2.0,5.0,13.0,7.3,7.9,1.0
durum_wheat,50.75,-112.75,2005,49.7,199.0,5.0,6.0,4.0,1.0,2.0,0.0,11.0,15.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,17.0,0.0,2.0,5.0,13.0,7.3,7.9,1.0
fall_rye,50.75,-112.75,2005,71.7,199.0,5.0,6.0,4.0,1.0,2.0,0.0,11.0,15.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,17.0,0.0,2.0,5.0,13.0,7.3,7.9,1.0
flaxseed,50.75,-112.75,2005,31.1,199.0,5.0,6.0,4.0,1.0,2.0,0.0,11.0,15.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,17.0,0.0,2.0,5.0,13.0,7.3,7.9,1.0
lentils,50.75,-112.75,2005,1486.0,199.0,5.0,6.0,4.0,1.0,2.0,0.0,11.0,15.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,17.0,0.0,2.0,5.0,13.0,7.3,7.9,1.0
mustard,50.75,-112.75,2005,1037.0,199.0,5.0,6.0,4.0,1.0,2.0,0.0,11.0,15.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,17.0,0.0,2.0,5.0,13.0,7.3,7.9,1.0
oats,50.75,-112.75,2005,73.3,199.0,5.0,6.0,4.0,1.0,2.0,0.0,11.0,15.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,17.0,0.0,2.0,5.0,13.0,7.3,7.9,1.0
peas,50.75,-112.75,2005,42.4,199.0,5.0,6.0,4.0,1.0,2.0,0.0,11.0,15.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,17.0,0.0,2.0,5.0,13.0,7.3,7.9,1.0
spring_wheat,50.75,-112.75,2005,49.9,199.0,5.0,6.0,4.0,1.0,2.0,0.0,11.0,15.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,17.0,0.0,2.0,5.0,13.0,7.3,7.9,1.0
winter_wheat,50.75,-112.75,2005,56.8,199.0,5.0,6.0,4.0,1.0,2.0,0.0,11.0,15.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,17.0,0.0,2.0,5.0,13.0,7.3,7.9,1.0
barley,50.75,-112.75,2006,65.1,208.0,4.0,5.0,3.0,1.0,1.0,1.0,22.0,15.0,29.0,0.0,0.0,0.0,0.0,6.0,7.0,15.0,19.0,0.0,0.0,2.0,17.0,7.3,7.9,1.0
canola,50.75,-112.75,2006,35.4,208.0,4.0,5.0,3.0,1.0,1.0,1.0,22.0,15.0,29.0,0.0,0.0,0.0,0.0,6.0,7.0,15.0,19.0,0.0,0.0,2.0,17.0,7.3,7.9,1.0
corn,50.75,-112.75,2006,130.0,208.0,4.0,5.0,3.0,1.0,1.0,1.0,22.0,15.0,29.0,0.0,0.0,0.0,0.0,6.0,7.0,15.0,19.0,0.0,0.0,2.0,17.0,7.3,7.9,1.0
durum_wheat,50.75,-112.75,2006,46.3,208.0,4.0,5.0,3.0,1.0,1.0,1.0,22.0,15.0,29.0,0.0,0.0,0.0,0.0,6.0,7.0,15.0,19.0,0.0,0.0,2.0,17.0,7.3,7.9,1.0
fall_rye,50.75,-112.75,2006,48.6,208.0,4.0,5.0,3.0,1.0,1.0,1.0,22.0,15.0,29.0,0.0,0.0,0.0,0.0,6.0,7.0,15.0,19.0,0.0,0.0,2.0,17.0,7.3,7.9,1.0
flaxseed,50.75,-112.75,2006,27.7,208.0,4.0,5.0,3.0,1.0,1.0,1.0,22.0,15.0,29.0,0.0,0.0,0.0,0.0,6.0,7.0,15.0,19.0,0.0,0.0,2.0,17.0,7.3,7.9,1.0
mustard,50.75,-112.75,2006,1025.0,208.0,4.0,5.0,3.0,1.0,1.0,1.0,22.0,15.0,29.0,0.0,0.0,0.0,0.0,6.0,7.0,15.0,19.0,0.0,0.0,2.0,17.0,7.3,7.9,1.0
oats,50.75,-112.75,2006,79.3,208.0,4.0,5.0,3.0,1.0,1.0,1.0,22.0,15.0,29.0,0.0,0.0,0.0,0.0,6.0,7.0,15.0,19.0,0.0,0.0,2.0,17.0,7.3,7.9,1.0
peas,50.75,-112.75,2006,36.1,208.0,4.0,5.0,3.0,1.0,1.0,1.0,22.0,15.0,29.0,0.0,0.0,0.0,0.0,6.0,7.0,15.0,19.0,0.0,0.0,2.0,17.0,7.3,7.9,1.0
spring_wheat,50.75,-112.75,2006,47.2,208.0,4.0,5.0,3.0,1.0,1.0,1.0,22.0,15.0,29.0,0.0,0.0,0.0,0.0,6.0,7.0,15.0,19.0,0.0,0.0,2.0,17.0,7.3,7.9,1.0
winter_wheat,50.75,-112.75,2006,52.7,208.0,4.0,5.0,3.0,1.0,1.0,1.0,22.0,15.0,29.0,0.0,0.0,0.0,0.0,6.0,7.0,15.0,19.0,0.0,0.0,2.0,17.0,7.3,7.9,1.0
barley,50.75,-112.75,2007,57.7,154.0,3.0,4.0,5.0,0.0,2.0,5.0,17.0,21.0,17.0,0.0,0.0,0.0,0.0,0.0,15.0,20.0,25.0,0.0,3.0,8.0,67.0,7.3,7.9,1.0
canary_seed,50.75,-112.75,2007,800.0,154.0,3.0,4.0,5.0,0.0,2.0,5.0,17.0,21.0,17.0,0.0,0.0,0.0,0.0,0.0,15.0,20.0,25.0,0.0,3.0,8.0,67.0,7.3,7.9,1.0
canola,50.75,-112.75,2007,31.0,154.0,3.0,4.0,5.0,0.0,2.0,5.0,17.0,21.0,17.0,0.0,0.0,0.0,0.0,0.0,15.0,20.0,25.0,0.0,3.0,8.0,67.0,7.3,7.9,1.0
corn,50.75,-112.75,2007,128.6,154.0,3.0,4.0,5.0,0.0,2.0,5.0,17.0,21.0,17.0,0.0,0.0,0.0,0.0,0.0,15.0,20.0,25.0,0.0,3.0,8.0,67.0,7.3,7.9,1.0
durum_wheat,50.75,-112.75,2007,34.3,154.0,3.0,4.0,5.0,0.0,2.0,5.0,17.0,21.0,17.0,0.0,0.0,0.0,0.0,0.0,15.0,20.0,25.0,0.0,3.0,8.0,67.0,7.3,7.9,1.0
fall_rye,50.75,-112.75,2007,48.3,154.0,3.0,4.0,5.0,0.0,2.0,5.0,17.0,21.0,17.0,0.0,0.0,0.0,0.0,0.0,15.0,20.0,25.0,0.0,3.0,8.0,67.0,7.3,7.9,1.0
flaxseed,50.75,-112.75,2007,25.2,154.0,3.0,4.0,5.0,0.0,2.0,5.0,17.0,21.0,17.0,0.0,0.0,0.0,0.0,0.0,15.0,20.0,25.0,0.0,3.0,8.0,67.0,7.3,7.9,1.0
mustard,50.75,-112.75,2007,797.0,154.0,3.0,4.0,5.0,0.0,2.0,5.0,17.0,21.0,17.0,0.0,0.0,0.0,0.0,0.0,15.0,20.0,25.0,0.0,3.0,8.0,67.0,7.3,7.9,1.0
oats,50.75,-112.75,2007,57.9,154.0,3.0,4.0,5.0,0.0,2.0,5.0,17.0,21.0,17.0,0.0,0.0,0.0,0.0,0.0,15.0,20.0,25.0,0.0,3.0,8.0,67.0,7.3,7.9,1.0
peas,50.75,-112.75,2007,33.9,154.0,3.0,4.0,5.0,0.0,2.0,5.0,17.0,21.0,17.0,0.0,0.0,0.0,0.0,0.0,15.0,20.0,25.0,0.0,3.0,8.0,67.0,7.3,7.9,1.0
spring_wheat,50.75,-112.75,2007,43.1,154.0,3.0,4.0,5.0,0.0,2.0,5.0,17.0,21.0,17.0,0.0,0.0,0.0,0.0,0.0,15.0,20.0,25.0,0.0,3.0,8.0,67.0,7.3,7.9,1.0
winter_wheat,50.75,-112.75,2007,45.7,154.0,3.0,4.0,5.0,0.0,2.0,5.0,17.0,21.0,17.0,0.0,0.0,0.0,0.0,0.0,15.0,20.0,25.0,0.0,3.0,8.0,67.0,7.3,7.9,1.0
barley,50.75,-112.75,2008,70.7,194.0,2.0,6.0,10.0,0.0,1.0,1.0,20.0,33.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,8.0,0.0,5.0,2.0,6.0,7.3,7.9,1.0
canary_seed,50.75,-112.75,2008,880.0,194.0,2.0,6.0,10.0,0.0,1.0,1.0,20.0,33.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,8.0,0.0,5.0,2.0,6.0,7.3,7.9,1.0
canola,50.75,-112.75,2008,42.9,194.0,2.0,6.0,10.0,0.0,1.0,1.0,20.0,33.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,8.0,0.0,5.0,2.0,6.0,7.3,7.9,1.0
corn,50.75,-112.75,2008,93.3,194.0,2.0,6.0,10.0,0.0,1.0,1.0,20.0,33.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,8.0,0.0,5.0,2.0,6.0,7.3,7.9,1.0
durum_wheat,50.75,-112.75,2008,45.7,194.0,2.0,6.0,10.0,0.0,1.0,1.0,20.0,33.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,8.0,0.0,5.0,2.0,6.0,7.3,7.9,1.0
fall_rye,50.75,-112.75,2008,59.2,194.0,2.0,6.0,10.0,0.0,1.0,1.0,20.0,33.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,8.0,0.0,5.0,2.0,6.0,7.3,7.9,1.0
flaxseed,50.75,-112.75,2008,32.2,194.0,2.0,6.0,10.0,0.0,1.0,1.0,20.0,33.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,8.0,0.0,5.0,2.0,6.0,7.3,7.9,1.0
mustard,50.75,-112.75,2008,978.0,194.0,2.0,6.0,10.0,0.0,1.0,1.0,20.0,33.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,8.0,0.0,5.0,2.0,6.0,7.3,7.9,1.0
oats,50.75,-112.75,2008,77.4,194.0,2.0,6.0,10.0,0.0,1.0,1.0,20.0,33.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,8.0,0.0,5.0,2.0,6.0,7.3,7.9,1.0
peas,50.75,-112.75,2008,42.2,194.0,2.0,6.0,10.0,0.0,1.0,1.0,20.0,33.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,8.0,0.0,5.0,2.0,6.0,7.3,7.9,1.0
spring_wheat,50.75,-112.75,2008,52.6,194.0,2.0,6.0,10.0,0.0,1.0,1.0,20.0,33.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,8.0,0.0,5.0,2.0,6.0,7.3,7.9,1.0
winter_wheat,50.75,-112.75,2008,51.6,194.0,2.0,6.0,10.0,0.0,1.0,1.0,20.0,33.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,8.0,0.0,5.0,2.0,6.0,7.3,7.9,1.0
barley,50.75,-112.75,2009,56.1,180.0,2.0,5.0,5.0,1.0,1.0,2.0,40.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,2.0,2.0,10.0,7.3,7.9,1.0
canary_seed,50.75,-112.75,2009,1033.0,180.0,2.0,5.0,5.0,1.0,1.0,2.0,40.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,2.0,2.0,10.0,7.3,7.9,1.0
canola,50.75,-112.75,2009,36.3,180.0,2.0,5.0,5.0,1.0,1.0,2.0,40.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,2.0,2.0,10.0,7.3,7.9,1.0
corn,50.75,-112.75,2009,113.3,180.0,2.0,5.0,5.0,1.0,1.0,2.0,40.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,2.0,2.0,10.0,7.3,7.9,1.0
durum_wheat,50.75,-112.75,2009,38.9,180.0,2.0,5.0,5.0,1.0,1.0,2.0,40.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,2.0,2.0,10.0,7.3,7.9,1.0
fall_rye,50.75,-112.75,2009,49.4,180.0,2.0,5.0,5.0,1.0,1.0,2.0,40.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,2.0,2.0,10.0,7.3,7.9,1.0
flaxseed,50.75,-112.75,2009,29.9,180.0,2.0,5.0,5.0,1.0,1.0,2.0,40.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,2.0,2.0,10.0,7.3,7.9,1.0
lentils,50.75,-112.75,2009,1640.0,180.0,2.0,5.0,5.0,1.0,1.0,2.0,40.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,2.0,2.0,10.0,7.3,7.9,1.0
mustard,50.75,-112.75,2009,888.0,180.0,2.0,5.0,5.0,1.0,1.0,2.0,40.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,2.0,2.0,10.0,7.3,7.9,1.0
oats,50.75,-112.75,2009,68.7,180.0,2.0,5.0,5.0,1.0,1.0,2.0,40.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,2.0,2.0,10.0,7.3,7.9,1.0
peas,50.75,-112.75,2009,29.8,180.0,2.0,5.0,5.0,1.0,1.0,2.0,40.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,2.0,2.0,10.0,7.3,7.9,1.0
spring_wheat,50.75,-112.75,2009,43.6,180.0,2.0,5.0,5.0,1.0,1.0,2.0,40.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,2.0,2.0,10.0,7.3,7.9,1.0
winter_wheat,50.75,-112.75,2009,40.3,180.0,2.0,5.0,5.0,1.0,1.0,2.0,40.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,2.0,2.0,10.0,7.3,7.9,1.0
barley,50.75,-112.75,2010,67.5,203.0,3.0,4.0,10.0,2.0,0.0,1.0,23.0,14.0,13.0,6.0,0.0,0.0,7.0,0.0,0.0,22.0,20.0,0.0,9.0,3.0,18.0,7.3,7.9,1.0
canary_seed,50.75,-112.75,2010,1053.0,203.0,3.0,4.0,10.0,2.0,0.0,1.0,23.0,14.0,13.0,6.0,0.0,0.0,7.0,0.0,0.0,22.0,20.0,0.0,9.0,3.0,18.0,7.3,7.9,1.0
canola,50.75,-112.75,2010,43.3,203.0,3.0,4.0,10.0,2.0,0.0,1.0,23.0,14.0,13.0,6.0,0.0,0.0,7.0,0.0,0.0,22.0,20.0,0.0,9.0,3.0,18.0,7.3,7.9,1.0
durum_wheat,50.75,-112.75,2010,45.7,203.0,3.0,4.0,10.0,2.0,0.0,1.0,23.0,14.0,13.0,6.0,0.0,0.0,7.0,0.0,0.0,22.0,20.0,0.0,9.0,3.0,18.0,7.3,7.9,1.0
fall_rye,50.75,-112.75,2010,66.4,203.0,3.0,4.0,10.0,2.0,0.0,1.0,23.0,14.0,13.0,6.0,0.0,0.0,7.0,0.0,0.0,22.0,20.0,0.0,9.0,3.0,18.0,7.3,7.9,1.0
flaxseed,50.75,-112.75,2010,35.8,203.0,3.0,4.0,10.0,2.0,0.0,1.0,23.0,14.0,13.0,6.0,0.0,0.0,7.0,0.0,0.0,22.0,20.0,0.0,9.0,3.0,18.0,7.3,7.9,1.0
lentils,50.75,-112.75,2010,1811.0,203.0,3.0,4.0,10.0,2.0,0.0,1.0,23.0,14.0,13.0,6.0,0.0,0.0,7.0,0.0,0.0,22.0,20.0,0.0,9.0,3.0,18.0,7.3,7.9,1.0
mustard,50.75,-112.75,2010,1159.0,203.0,3.0,4.0,10.0,2.0,0.0,1.0,23.0,14.0,13.0,6.0,0.0,0.0,7.0,0.0,0.0,22.0,20.0,0.0,9.0,3.0,18.0,7.3,7.9,1.0
oats,50.75,-112.75,2010,104.4,203.0,3.0,4.0,10.0,2.0,0.0,1.0,23.0,14.0,13.0,6.0,0.0,0.0,7.0,0.0,0.0,22.0,20.0,0.0,9.0,3.0,18.0,7.3,7.9,1.0
peas,50.75,-112.75,2010,48.1,203.0,3.0,4.0,10.0,2.0,0.0,1.0,23.0,14.0,13.0,6.0,0.0,0.0,7.0,0.0,0.0,22.0,20.0,0.0,9.0,3.0,18.0,7.3,7.9,1.0
spring_wheat,50.75,-112.75,2010,48.7,203.0,3.0,4.0,10.0,2.0,0.0,1.0,23.0,14.0,13.0,6.0,0.0,0.0,7.0,0.0,0.0,22.0,20.0,0.0,9.0,3.0,18.0,7.3,7.9,1.0
winter_wheat,50.75,-112.75,2010,71.2,203.0,3.0,4.0,10.0,2.0,0.0,1.0,23.0,14.0,13.0,6.0,0.0,0.0,7.0,0.0,0.0,22.0,20.0,0.0,9.0,3.0,18.0,7.3,7.9,1.0
barley,51.25,-115.25,1987,59.2,155.0,4.0,7.0,8.0,3.0,2.0,5.0,13.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,7.0,43.0,35.0,3.0,0.0,2.0,5.0,6.0,6.3,1.0
canola,51.25,-115.25,1987,27.0,155.0,4.0,7.0,8.0,3.0,2.0,5.0,13.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,7.0,43.0,35.0,3.0,0.0,2.0,5.0,6.0,6.3,1.0
corn,51.25,-115.25,1987,87.5,155.0,4.0,7.0,8.0,3.0,2.0,5.0,13.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,7.0,43.0,35.0,3.0,0.0,2.0,5.0,6.0,6.3,1.0
durum_wheat,51.25,-115.25,1987,28.1,155.0,4.0,7.0,8.0,3.0,2.0,5.0,13.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,7.0,43.0,35.0,3.0,0.0,2.0,5.0,6.0,6.3,1.0
fall_rye,51.25,-115.25,1987,33.7,155.0,4.0,7.0,8.0,3.0,2.0,5.0,13.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,7.0,43.0,35.0,3.0,0.0,2.0,5.0,6.0,6.3,1.0
flaxseed,51.25,-115.25,1987,18.6,155.0,4.0,7.0,8.0,3.0,2.0,5.0,13.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,7.0,43.0,35.0,3.0,0.0,2.0,5.0,6.0,6.3,1.0
lentils,51.25,-115.25,1987,779.0,155.0,4.0,7.0,8.0,3.0,2.0,5.0,13.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,7.0,43.0,35.0,3.0,0.0,2.0,5.0,6.0,6.3,1.0
mustard,51.25,-115.25,1987,1086.0,155.0,4.0,7.0,8.0,3.0,2.0,5.0,13.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,7.0,43.0,35.0,3.0,0.0,2.0,5.0,6.0,6.3,1.0
oats,51.25,-115.25,1987,75.3,155.0,4.0,7.0,8.0,3.0,2.0,5.0,13.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,7.0,43.0,35.0,3.0,0.0,2.0,5.0,6.0,6.3,1.0
peas,51.25,-115.25,1987,25.8,155.0,4.0,7.0,8.0,3.0,2.0,5.0,13.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,7.0,43.0,35.0,3.0,0.0,2.0,5.0,6.0,6.3,1.0
spring_wheat,51.25,-115.25,1987,32.9,155.0,4.0,7.0,8.0,3.0,2.0,5.0,13.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,7.0,43.0,35.0,3.0,0.0,2.0,5.0,6.0,6.3,1.0
winter_wheat,51.25,-115.25,1987,28.4,155.0,4.0,7.0,8.0,3.0,2.0,5.0,13.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,7.0,43.0,35.0,3.0,0.0,2.0,5.0,6.0,6.3,1.0
barley,51.25,-115.25,1988,45.9,112.0,7.0,9.0,11.0,1.0,4.0,5.0,16.0,11.0,14.0,0.0,0.0,0.0,0.0,6.0,0.0,28.0,59.0,3.0,0.0,0.0,0.0,6.0,6.3,1.0
canola,51.25,-115.25,1988,23.5,112.0,7.0,9.0,11.0,1.0,4.0,5.0,16.0,11.0,14.0,0.0,0.0,0.0,0.0,6.0,0.0,28.0,59.0,3.0,0.0,0.0,0.0,6.0,6.3,1.0
corn,51.25,-115.25,1988,100.0,112.0,7.0,9.0,11.0,1.0,4.0,5.0,16.0,11.0,14.0,0.0,0.0,0.0,0.0,6.0,0.0,28.0,59.0,3.0,0.0,0.0,0.0,6.0,6.3,1.0
durum_wheat,51.25,-115.25,1988,15.7,112.0,7.0,9.0,11.0,1.0,4.0,5.0,16.0,11.0,14.0,0.0,0.0,0.0,0.0,6.0,0.0,28.0,59.0,3.0,0.0,0.0,0.0,6.0,6.3,1.0
fall_rye,51.25,-115.25,1988,22.8,112.0,7.0,9.0,11.0,1.0,4.0,5.0,16.0,11.0,14.0,0.0,0.0,0.0,0.0,6.0,0.0,28.0,59.0,3.0,0.0,0.0,0.0,6.0,6.3,1.0
flaxseed,51.25,-115.25,1988,18.0,112.0,7.0,9.0,11.0,1.0,4.0,5.0,16.0,11.0,14.0,0.0,0.0,0.0,0.0,6.0,0.0,28.0,59.0,3.0,0.0,0.0,0.0,6.0,6.3,1.0
lentils,51.25,-115.25,1988,921.0,112.0,7.0,9.0,11.0,1.0,4.0,5.0,16.0,11.0,14.0,0.0,0.0,0.0,0.0,6.0,0.0,28.0,59.0,3.0,0.0,0.0,0.0,6.0,6.3,1.0
mustard,51.25,-115.25,1988,722.0,112.0,7.0,9.0,11.0,1.0,4.0,5.0,16.0,11.0,14.0,0.0,0.0,0.0,0.0,6.0,0.0,28.0,59.0,3.0,0.0,0.0,0.0,6.0,6.3,1.0
oats,51.25,-115.25,1988,62.1,112.0,7.0,9.0,11.0,1.0,4.0,5.0,16.0,11.0,14.0,0.0,0.0,0.0,0.0,6.0,0.0,28.0,59.0,3.0,0.0,0.0,0.0,6.0,6.3,1.0
peas,51.25,-115.25,1988,31.8,112.0,7.0,9.0,11.0,1.0,4.0,5.0,16.0,11.0,14.0,0.0,0.0,0.0,0.0,6.0,0.0,28.0,59.0,3.0,0.0,0.0,0.0,6.0,6.3,1.0
spring_wheat,51.25,-115.25,1988,25.4,112.0,7.0,9.0,11.0,1.0,4.0,5.0,16.0,11.0,14.0,0.0,0.0,0.0,0.0,6.0,0.0,28.0,59.0,3.0,0.0,0.0,0.0,6.0,6.3,1.0
winter_wheat,51.25,-115.25,1988,22.7,112.0,7.0,9.0,11.0,1.0,4.0,5.0,16.0,11.0,14.0,0.0,0.0,0.0,0.0,6.0,0.0,28.0,59.0,3.0,0.0,0.0,0.0,6.0,6.3,1.0
barley,51.25,-115.25,1989,51.3,112.0,3.0,6.0,4.0,0.0,1.0,1.0,18.0,32.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,66.0,10.0,3.0,0.0,4.0,6.0,6.3,1.0
canola,51.25,-115.25,1989,23.9,112.0,3.0,6.0,4.0,0.0,1.0,1.0,18.0,32.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,66.0,10.0,3.0,0.0,4.0,6.0,6.3,1.0
corn,51.25,-115.25,1989,61.1,112.0,3.0,6.0,4.0,0.0,1.0,1.0,18.0,32.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,66.0,10.0,3.0,0.0,4.0,6.0,6.3,1.0
durum_wheat,51.25,-115.25,1989,24.5,112.0,3.0,6.0,4.0,0.0,1.0,1.0,18.0,32.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,66.0,10.0,3.0,0.0,4.0,6.0,6.3,1.0
fall_rye,51.25,-115.25,1989,36.0,112.0,3.0,6.0,4.0,0.0,1.0,1.0,18.0,32.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,66.0,10.0,3.0,0.0,4.0,6.0,6.3,1.0
flaxseed,51.25,-115.25,1989,20.7,112.0,3.0,6.0,4.0,0.0,1.0,1.0,18.0,32.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,66.0,10.0,3.0,0.0,4.0,6.0,6.3,1.0
mustard,51.25,-115.25,1989,936.0,112.0,3.0,6.0,4.0,0.0,1.0,1.0,18.0,32.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,66.0,10.0,3.0,0.0,4.0,6.0,6.3,1.0
oats,51.25,-115.25,1989,59.8,112.0,3.0,6.0,4.0,0.0,1.0,1.0,18.0,32.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,66.0,10.0,3.0,0.0,4.0,6.0,6.3,1.0
peas,51.25,-115.25,1989,36.0,112.0,3.0,6.0,4.0,0.0,1.0,1.0,18.0,32.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,66.0,10.0,3.0,0.0,4.0,6.0,6.3,1.0
spring_wheat,51.25,-115.25,1989,32.6,112.0,3.0,6.0,4.0,0.0,1.0,1.0,18.0,32.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,66.0,10.0,3.0,0.0,4.0,6.0,6.3,1.0
winter_wheat,51.25,-115.25,1989,37.3,112.0,3.0,6.0,4.0,0.0,1.0,1.0,18.0,32.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,66.0,10.0,3.0,0.0,4.0,6.0,6.3,1.0
barley,51.25,-115.25,1990,56.3,91.0,5.0,6.0,7.0,5.0,1.0,2.0,15.0,18.0,33.0,0.0,0.0,0.0,0.0,7.0,0.0,22.0,67.0,6.0,0.0,0.0,3.0,6.0,6.3,1.0
canola,51.25,-115.25,1990,24.3,91.0,5.0,6.0,7.0,5.0,1.0,2.0,15.0,18.0,33.0,0.0,0.0,0.0,0.0,7.0,0.0,22.0,67.0,6.0,0.0,0.0,3.0,6.0,6.3,1.0
corn,51.25,-115.25,1990,92.9,91.0,5.0,6.0,7.0,5.0,1.0,2.0,15.0,18.0,33.0,0.0,0.0,0.0,0.0,7.0,0.0,22.0,67.0,6.0,0.0,0.0,3.0,6.0,6.3,1.0
durum_wheat,51.25,-115.25,1990,30.1,91.0,5.0,6.0,7.0,5.0,1.0,2.0,15.0,18.0,33.0,0.0,0.0,0.0,0.0,7.0,0.0,22.0,67.0,6.0,0.0,0.0,3.0,6.0,6.3,1.0
fall_rye,51.25,-115.25,1990,36.7,91.0,5.0,6.0,7.0,5.0,1.0,2.0,15.0,18.0,33.0,0.0,0.0,0.0,0.0,7.0,0.0,22.0,67.0,6.0,0.0,0.0,3.0,6.0,6.3,1.0
flaxseed,51.25,-115.25,1990,17.9,91.0,5.0,6.0,7.0,5.0,1.0,2.0,15.0,18.0,33.0,0.0,0.0,0.0,0.0,7.0,0.0,22.0,67.0,6.0,0.0,0.0,3.0,6.0,6.3,1.0
